Date,Ticker,Headline,Description
2018-05-23,TSLA,Tesla Model 3 registrations zip past rivals in California,"Tesla Inc's Model 3 sedan recorded more registrations in California than its class rivals BMW 3-Series and Mercedes C-Class in the first quarter, according to a report by the California New Car Dealers Association (CNCDA). Model 3 registrations totaled 3,723, or 14.3 percent of the near-luxury segment, compared with 3,323 for the Mercedes variant and 3,260 for the BMW model, the CNCDA report said."
2018-05-23,JPM,Small banks trump Wall Street on Dodd-Frank rewrite,"Congress on Tuesday rolled back some of the restraints imposed on banks after the 2007-2009 global financial crisis, but big players like Goldman Sachs Group Inc , Morgan Stanley  and JPMorgan Chase & Co , will not be breaking out the champagne."
2018-05-23,GS,Small banks trump Wall Street on Dodd-Frank rewrite,"Congress on Tuesday rolled back some of the restraints imposed on banks after the 2007-2009 global financial crisis, but big players like Goldman Sachs Group Inc , Morgan Stanley  and JPMorgan Chase & Co , will not be breaking out the champagne."
2018-05-23,MS,Small banks trump Wall Street on Dodd-Frank rewrite,"Congress on Tuesday rolled back some of the restraints imposed on banks after the 2007-2009 global financial crisis, but big players like Goldman Sachs Group Inc , Morgan Stanley  and JPMorgan Chase & Co , will not be breaking out the champagne."
2018-05-23,MSFT,IBM announces new hiring in France as CEOs meet Macron,IBM  announced new recruitment in France before a meeting between President Emmanuel Macron and the bosses of IBM and Microsoft .
2018-05-23,TSLA,"Tesla trims up to $14,000 off Model X in China after tariff cuts","Tesla Inc has slashed up to $14,000 off its Model X in China after Beijing announced major tariff cuts for imported automobiles, a potential sales boost for the U.S. firm as the world's largest auto market pivots towards electric cars."
2018-05-23,META,Russia's VTB Bank says no longer lending to Deripaska: CNBC,"VTB , Russia's second-largest bank, has stopped lending to sanctioned Russian metals tycoon Oleg Deripaska, VTB's President Andrei Kostin told CNBC in an interview released on Wednesday."
2018-05-22,TSLA,Consumer Reports to retest Tesla Model 3 after brake fix,"Consumer Reports said Tuesday it will retest brakes on Tesla Inc's new Model 3 sedans after Chief Executive Elon Musk promised a software update, but the potential hit to sales from the magazine's negative review weighed on Tesla shares."
2018-05-22,META,Facebook face-off: EU gets little news from Zuckerberg,Facebook CEO Mark Zuckerberg sailed through a grilling from EU lawmakers about the social network's data policies as  lengthy questions left the 34-year-old American little time to answer.
2018-05-22,AMZN,Civil rights groups warn Amazon about govt use of facial recognition,"U.S. civil liberties groups on Tuesday called on Amazon.com Inc to stop offering facial recognition services to governments, warning that the software could be used to target immigrants and people of color unfairly."
2018-05-22,META,Facebook not done enough to prevent misuse: Zuckerberg,"Facebook Chief Executive Mark Zuckerberg apologized to EU lawmakers on Tuesday, saying the company had not done enough to prevent misuse of the social network and that regulation is ""important and inevitable""."
2018-05-22,META,Highlights: Facebook's Zuckerberg faces EU Parliament grilling,"Facebook Chief Executive Mark Zuckerberg apologized to the European Parliament on Tuesday for a massive data leak, his latest attempt to draw a line under a scandal that has rocked the world's biggest social media network."
2018-05-22,META,"Facebook director to start after annual meeting, avoid shareholder vote","Facebook Inc named a new director this month and timed his appointment to avoid a shareholder vote, raising concern among some investors who want to see more accountability from the social media company."
2018-05-22,META,"EU antitrust official sees more scrutiny for Facebook, others","Facebook and other tech giants may attract more regulatory scrutiny in future because of their market power, a senior EU antitrust official said on Tuesday."
2018-05-22,WTO,Airbus says obeying WTO subsidy verdict as sanctions loom,"Airbus  said on Tuesday it had taken steps to comply with a World Trade Organization (WTO) ruling on subsidies for its A350 and A380 jets, which has seen the United States and Europe trade legal blows on behalf of Boeing  and Airbus."
2018-05-22,BA,Airbus says obeying WTO subsidy verdict as sanctions loom,"Airbus  said on Tuesday it had taken steps to comply with a World Trade Organization (WTO) ruling on subsidies for its A350 and A380 jets, which has seen the United States and Europe trade legal blows on behalf of Boeing  and Airbus."
2018-05-22,WTO,Airbus confirms amendments to comply with WTO over subsidies,"European planemaker Airbus  said on Tuesday that the company - along with France, Germany, Spain and the UK - had made some changes regarding loans for the A380 and A350XWB planes to comply with the World Trade Organization (WTO)."
2018-05-22,T,LaSalle Hotel accepts Blackstone's $3.7 billion cash offer,(This story corrects paragraph 9 to remove wrong reference to La Salle owning 'W' Los Angeles in May 21 story.)
2018-05-22,META,"As Zuckerberg heads to Brussels, British lawmakers ask for answers","British lawmakers want their European counterparts to quiz Facebook FB.O CEO Mark Zuckerberg about a scandal over improper use of millions of Facebook users' data, as he will not give evidence in London himself."
2018-05-21,BA,Boeing technicians in South Carolina to vote on unionization: WSJ,"Some Boeing Co  workers at the planemaker' s factory in South Carolina will vote on union representation later this month, the Wall Street Journal reported https://on.wsj.com/2xav6Px on Monday, citing U.S. labor regulators."
2018-05-21,TSLA,Tesla Model 3 fails to get Consumer Reports nod due to 'big flaws',"Influential U.S. magazine Consumer Reports will not recommend Tesla Inc's  Model 3 sedan, saying on Monday it braked slower than a full-sized pickup truck, taking the shine off a day of gains for shares in Elon Musk's electric car company."
2018-05-21,TSLA,Tesla's Model 3 review falls short of Consumer Reports endorsement,Consumer Reports on Monday said that flaws with Tesla Inc's  Model 3 sedan prevented it from earning its recommendation.
2018-05-21,META,Socially responsible funds dump or rethink Facebook over data privacy,"Several socially conscious investment firms are selling or rethinking their Facebook Inc  holdings, unsatisfied by the company's moves to strengthen personal data protection and online safety after scandals involving the improper sharing of users' information."
2018-05-21,NAFTA,U.S.'s Mnuchin: 'Significant' issues remain over NAFTA,"U.S. Treasury Secretary Steven Mnuchin on Monday said major issues remained in talks between the United States, Mexico and Canada to renegotiate the North American Free Trade Agreement(NAFTA)."
2018-05-21,SFO,British court dismisses charges against Barclays over 2008 Qatar deal,"A British court has dismissed charges brought by the Serious Fraud Office (SFO) against Barclays  over its 2008 capital raising, the bank said on Monday, suspending for now the threat of regulatory sanctions on its business operations."
2018-05-21,META,EU parliament to broadcast Zuckerberg hearing,"A European Parliament meeting on Tuesday with Facebook CEO Mark Zuckerberg will be broadcast live, parliamentary officials and the company said on Monday after controversy over plans for a closed-door hearing."
2018-05-19,BAC,"U.S. gun lobby takes aim at 'gun-hating' banks Citi, BofA","The U.S. gun lobby is taking aim at ""gun-hating"" banks after Citigroup Inc and Bank of America said they would no longer provide certain banking services to gun-makers, according to industry lobbyists."
2018-05-19,ISS,"ISS sides against two Tesla directors, backs split of Musk's roles","Proxy adviser Institutional Shareholder Services (ISS) recommended on Friday that investors vote against Tesla Inc  directors Antonio Gracias and James Murdoch, increasing pressure on the car maker over their roles on its board."
2018-05-19,TSLA,"ISS sides against two Tesla directors, backs split of Musk's roles","Proxy adviser Institutional Shareholder Services (ISS) recommended on Friday that investors vote against Tesla Inc  directors Antonio Gracias and James Murdoch, increasing pressure on the car maker over their roles on its board."
2018-05-19,AI,Top executive behind Baidu's artificial intelligence drive stepping down,"Lu Qi, who oversaw Baidu Inc's  shift to artificial intelligence (AI) after a damaging ad scandal in 2016, is stepping down as chief operating officer, China's biggest search engine said on Friday."
2018-05-19,INTC,Top executive behind Baidu's artificial intelligence drive stepping down,"Lu Qi, who oversaw Baidu Inc's  shift to artificial intelligence (AI) after a damaging ad scandal in 2016, is stepping down as chief operating officer, China's biggest search engine said on Friday."
2018-05-18,AAPL,"Wall Street posts weekly loss as banks, chipmakers weigh",The S&P 500 ended lower on Friday after a choppy trading session as bank and chipmaker stocks weighed on the index and investors grappled with U.S.-China trade talks.
2018-05-18,BA,Boeing's foldable wingtip for new 777s gets approval,Boeing Co  on Friday won approval from the U.S. regulator Federal Aviation Administration for the company's new foldable wingtips for its latest 777 jets.
2018-05-18,AMZN,Trump urged U.S. Postal Service to double package rates for Amazon: Washington Post,"President Donald Trump has personally pushed the postmaster general to double the rates the U.S. Postal Service charges Amazon.com and other companies to ship packages, the Washington Post reported on Friday, citing three unnamed sources."
2018-05-18,GS,Goldman CEO Blankfein likely to step down by December: NYT,"Goldman Sachs Group Inc  Chief Executive Lloyd Blankfein is expected to step down by December, the New York Times reported on Friday, citing people familiar with the bank's plan."
2018-05-18,AAPL,Apple pays Ireland first tranche of disputed taxes,"Apple has paid 1.5 billion euros ($1.76 billion) into an escrow account set up by the Irish government to hold 13 billion euros in disputed taxes, Finance Minister Paschal Donohoe said on Friday."
2018-05-18,META,Cambridge Analytica files for bankruptcy in U.S. following Facebook debacle,"Cambridge Analytica, the political consultancy at the center of Facebook Inc's privacy scandal, filed for Chapter 7 bankruptcy in the United States late on Thursday."
2018-05-18,TSLA,Mercedes-Benz to make Tesla-rivalling electric compact car,"Daimler  will invest 500 million euros ($589 million) in Hambach, France, to start producing a small compact electric Mercedes-Benz in addition to its electric cars currently manufactured there for the Smart brand."
2018-05-18,GS,"Goldman, World Bank fund for women entrepreneurs hits $1 billion in investments","A Goldman Sachs-World Bank Group partnership to provide capital to women entrepreneurs in emerging markets has reached $1 billion in investments, the institutions said on Friday, far surpassing their original goal of $600 million."
2018-05-18,TIM,"Berenberg downgrades Telecom Italia, citing 'toxic cocktail'","Telecom Italia (TIM)  shares fell on Friday after Berenberg downgraded Italy's biggest phone group to ""sell"" from ""hold"", citing pressure from pending new competition, political headwinds and governance issues."
2018-05-17,NAFTA,NAFTA nations 'nowhere near' a deal: USTR Lighthizer,The top U.S. trade official on Thursday poured cold water on the prospect of an imminent breakthrough in talks to rework the North American Free Trade Agreement (NAFTA) hours after Canada's prime minister struck a positive note.
2018-05-17,AMZN,Kroger inks Ocado grocery delivery deal to battle Amazon threat,"U.S. supermarket chain Kroger Co  struck a deal with British online grocer Ocado  to ratchet up its delivery business with the construction of robotically operated warehouses, upping the ante in the battle with Amazon.com Inc  and sending Ocado shares rocketing."
2018-05-17,AAPL,"Wall St. ends down slightly on trade, oil price concerns","Wall Street ended a choppy trading session lower on Thursday, as investors grappled with escalating trade tensions and rising oil prices."
2018-05-17,AMZN,Silicon Valley startup peddles 3D-printed bike,"After a career that included helping Alphabet Inc's Google build out data centers and speeding packages for Amazon.com Inc to customers, Jim Miller is doing what many Silicon Valley executives do after stints at big companies: finding more time to ride his bike."
2018-05-17,GOOGL,Silicon Valley startup peddles 3D-printed bike,"After a career that included helping Alphabet Inc's Google build out data centers and speeding packages for Amazon.com Inc to customers, Jim Miller is doing what many Silicon Valley executives do after stints at big companies: finding more time to ride his bike."
2018-05-17,WMT,"Walmart's first quarter margins under pressure, e-commerce rebounds","Walmart Inc on Thursday said profit margins during the first quarter remained under pressure due to price cuts and higher freight costs, weighing on its shares even as sales and earnings came in stronger than expected."
2018-05-17,DAE,Exclusive: Dubai Aerospace in talks to place huge order for 400 jets,"Dubai Aerospace Enterprise (DAE), one of the world's largest aircraft lessors, is in talks to buy a near-record total of 400 jetliners from Airbus and Boeing, its CEO told Reuters, in a $40 billion blowout that would match the order pipeline of rivals."
2018-05-17,BA,Exclusive: Dubai Aerospace in talks to place huge order for 400 jets,"Dubai Aerospace Enterprise (DAE), one of the world's largest aircraft lessors, is in talks to buy a near-record total of 400 jetliners from Airbus and Boeing, its CEO told Reuters, in a $40 billion blowout that would match the order pipeline of rivals."
2018-05-17,INTC,Exclusive: Intel's Mobileye gets self-driving tech deal for 8 million cars,"Mobileye, Intel Corp's Israel-based autonomous driving unit, has signed a contract to supply eight million cars at a European automaker with its self-driving technologies, a company official told Reuters."
2018-05-17,META,No time frame for UK's cut in gambling machine stakes: minister,"The British government has not set an exact timetable for implementing a decision to slash the maximum stake on fixed odds betting terminals to 2 pounds from the current 100 pounds, the minister responsible for the sector said on Thursday."
2018-05-17,META,Former Cambridge Analytica boss to appear before British lawmakers on June 6,"The ex-boss of Cambridge Analytica, a political consultancy that closed down after being involved in a scandal about the improper use of the data of millions of Facebook  users, will appear in front of British lawmakers on June 6."
2018-05-17,TIM,"Telecom Italia seeks temporary layoffs for 4,000 workers: source","Telecom Italia (TIM)  has asked the Italian government to approve a temporary layoff scheme for 4,000 workers as part of a 2018-20 business plan unveiled by the group in March, a source close to the matter said on Thursday."
2018-05-17,FOBT,Factbox: Bookmakers spell out impact of new UK gambling curbs,"The British government on Thursday confirmed it will cut the maximum stake on fixed-odds betting terminals (FOBTs) to two pounds from 100 pounds, in a move designed to tackle problem gambling."
2018-05-17,AAPL,Japan Display aims to double automotive sales to cut Apple dependence: executive,"Japan Display Inc  aims to nearly double its automotive display sales in five years to lessen its dependence on Apple Inc  and other smartphone makers, a senior executive said on Thursday."
2018-05-16,META,Big proxy adviser ISS does not support Facebook's Zuckerberg in proxy vote,Top proxy adviser Institutional Shareholder Services on Wednesday recommended Facebook Inc investors withhold support from five directors including Chief Executive Mark Zuckerberg and vote in favor of shareholder proposals aimed at improving the social media company's response to problems like election interference and harassment.
2018-05-16,AMZN,Amazon cuts Whole Foods prices for Prime members in new grocery showdown,Amazon.com Inc  and Whole Foods Market are making a surgical strike in the already brutal grocery price war.
2018-05-16,TSLA,George Soros' bet on Tesla could see other investors follow suit,"If Tesla Inc  Chief Executive Elon Musk needs to raise even more money, there may be a way."
2018-05-16,NAFTA,U.S. pushing for NAFTA deal as Thursday deadline approaches,"The United States is still pushing for a deal to revise the North American Free Trade Agreement (NAFTA), the White House said on Wednesday, while a top Mexican official held out the possibility of an agreement in the coming weeks."
2018-05-16,NAFTA,NAFTA deal still possible from end-May onwards: Guajardo,"Mexico's economy minister Ildefonso Guajardo said on Wednesday that he would not rule out reaching a deal to agree a new North American Free Trade Agreement (NAFTA) from the end of the month onwards, even if it was not possible this week."
2018-05-16,WMT,Toys 'R' Us demise could spur merger boom in U.S. toy market,"The U.S. toy industry looks set for a flurry of mergers and acquisitions between smaller toy makers in the aftermath of the Toys 'R' Us bankruptcy, as they seek more scope and negotiating power with big box retailers Target  and Walmart ."
2018-05-16,DIS,Lachlan Murdoch to replace brother James as Fox CEO after Disney deal,Twenty First Century Fox's  Chief Executive Officer James Murdoch will leave the company and be succeeded by brother Lachlan once the company sells off its TV and film assets to Walt Disney Co .
2018-05-16,GS,"Goldman aims to preserve pre-IPO culture, even as partnership dwindles","Goldman Sachs Group Inc  has launched a global training initiative to safeguard the tight-knit culture it developed as a private partnership, even as the bank marks its 19th year as a publicly traded company."
2018-05-16,TSLA,Swiss prosecutors investigate fatal Tesla crash,Swiss prosecutors have begun looking into the circumstances of a fatal crash of a Tesla  electric car last week that firefighters think may have set off a fire in the vehicle's battery.
2018-05-16,AAPL,"Berkshire doubles Teva stake, adds to Apple, ends a newspaper bet","Warren Buffett's Berkshire Hathaway Inc  on Tuesday said it has more than doubled its investment in generic drugmaker Teva Pharmaceutical Industries Ltd , and confirmed it has become Apple Inc's  second-largest shareholder."
2018-05-16,TSLA,Meet Tesla's new bondholder: Billionaire George Soros,"The investment firm founded and chaired by billionaire George Soros took a stake in Tesla Inc  bonds during the first three months of the year, giving the electric carmaker run by Elon Musk a prominent supporter."
2018-05-16,GS,"Circle raises $110 million, plans to create dollar-pegged cryptocurrency","Goldman Sachs-backed  cryptocurrency startup Circle has raised $110 million in an investment round led by Chinese virtual coin mining giant Bitmain Technologies, Circle said on Tuesday."
2018-05-16,NFLX,Netflix's next act: feeding the service with its own movies,"As Hollywood studios unleash their summer blockbusters into theaters, Netflix Inc is trying to give film buffs a reason to stay home."
2018-05-15,TSLA,Tesla loses two top executives at energy unit: Bloomberg,"Tesla Inc's  energy unit has lost two major executives, Bloomberg reported on Tuesday, citing people familiar with the matter."
2018-05-15,TSLA,Proxy adviser Glass Lewis opposes Tesla board renominations,"Criticism mounted over Tesla Inc  board's move to renominate three directors, including CEO Elon Musk's brother Kimbal Musk, with proxy adviser Glass Lewis & Co on Tuesday opposing their re-election and seeking appointment of an independent chairman."
2018-05-15,SQM,Exclusive: China's Tianqi nears $4.3 billion deal to buy stake in Chile's SQM - sources,"China's Tianqi Lithium  is nearing a deal to buy a 24 percent stake in Chile's Sociedad Quimica Y Minera (SQM) , one of the world's biggest lithium producers, for about $4.3 billion, two people close to the transaction said."
2018-05-15,META,Highlights: Hedge funds chomped on FAANGs during first quarter tech turmoil,"The following are some hot stocks including the so-called FAANG technology stocks - Facebook Inc , Amazon.com , Apple Inc , Netflix Inc  and Google parent Alphabet Inc  - as well as other companies in which hedge fund managers either took new stakes, adding to or exiting existing positions in the first quarter, filings with the U.S. Securities and Exchange Commission showed on Tuesday."
2018-05-15,NFLX,Highlights: Hedge funds chomped on FAANGs during first quarter tech turmoil,"The following are some hot stocks including the so-called FAANG technology stocks - Facebook Inc , Amazon.com , Apple Inc , Netflix Inc  and Google parent Alphabet Inc  - as well as other companies in which hedge fund managers either took new stakes, adding to or exiting existing positions in the first quarter, filings with the U.S. Securities and Exchange Commission showed on Tuesday."
2018-05-15,AAPL,Highlights: Hedge funds chomped on FAANGs during first quarter tech turmoil,"The following are some hot stocks including the so-called FAANG technology stocks - Facebook Inc , Amazon.com , Apple Inc , Netflix Inc  and Google parent Alphabet Inc  - as well as other companies in which hedge fund managers either took new stakes, adding to or exiting existing positions in the first quarter, filings with the U.S. Securities and Exchange Commission showed on Tuesday."
2018-05-15,GOOGL,Highlights: Hedge funds chomped on FAANGs during first quarter tech turmoil,"The following are some hot stocks including the so-called FAANG technology stocks - Facebook Inc , Amazon.com , Apple Inc , Netflix Inc  and Google parent Alphabet Inc  - as well as other companies in which hedge fund managers either took new stakes, adding to or exiting existing positions in the first quarter, filings with the U.S. Securities and Exchange Commission showed on Tuesday."
2018-05-15,AMZN,Highlights: Hedge funds chomped on FAANGs during first quarter tech turmoil,"The following are some hot stocks including the so-called FAANG technology stocks - Facebook Inc , Amazon.com , Apple Inc , Netflix Inc  and Google parent Alphabet Inc  - as well as other companies in which hedge fund managers either took new stakes, adding to or exiting existing positions in the first quarter, filings with the U.S. Securities and Exchange Commission showed on Tuesday."
2018-05-15,AMZN,Amazon to open checkout-free stores in Chicago and San Francisco,"Amazon.com Inc  is bringing its grocery store without checkout lines to Chicago and San Francisco, the company said in a statement this week, confirming reports it will expand the concept beyond its pilot in Seattle."
2018-05-15,TWTR,Twitter changes strategy in battle against internet 'trolls',"Twitter Inc  on Tuesday revised its strategy for fighting abusive internet ""trolls,"" saying it would use behavioral signals to identify harassers on the social network and then limit the visibility of their tweets."
2018-05-15,TSLA,Tesla to produce more than 500 Model 3s per day this week: Electrek,"Tesla Inc's Chief Executive Officer Elon Musk said production of its crucial Model 3 sedan is likely to exceed 500 vehicles per day this week, automotive news website Electrek reported on Tuesday."
2018-05-15,TSLA,Factbox: Tesla executive departures since 2016,"Electric carmaker Tesla Inc has seen a flurry of senior executive exits in recent months at a time when the company is looking to speed up production of its Model 3 sedan, a mid-market car crucial to its success and future profitability, and developing multiple new vehicles, including a Semi truck."
2018-05-15,TSLA,Tesla plans six-day stoppage at factory for assembly line fixes: sources,"Tesla Inc  will pause production at its California factory for six days at the end of the May to work on fixes to its assembly line for its new Model 3 sedan, sources inside the company told Reuters."
2018-05-15,JPM,"JPMorgan shareholders vote to back board, executive pay","JPMorgan Chase & Co  shareholders on Tuesday voted to back the bank's management on all of its propositions at the annual shareholder meeting in Plano, Texas, including to reelect the entire board of directors and to approve executive compensation."
2018-05-15,META,Facebook suspends 200 apps over data misuse investigation,"Facebook Inc  has so far suspended around 200 apps in the first stage of its review into apps that had access to large quantities of user data, in a response to a scandal around political consultancy Cambridge Analytica."
2018-05-15,META,Facebook has not fully answered questions on data privacy: UK lawmakers,"Facebook has failed to fully answer 39 questions from British lawmakers examining data privacy and fake news, a parliamentary committee said on Tuesday, adding that it would ask the social media giant once again for the missing details."
2018-05-15,META,Facebook says posts with graphic violence rose in early 2018,"The number of posts on Facebook showing graphic violence rose in the first three months of the year from a quarter earlier, possibly driven by the war in Syria, the social network said on Tuesday, in its first public release of such data."
2018-05-15,INTC,U.S. chipmaker Intel submits plans for $5 billion Israel expansion,"Intel Corp said on Tuesday it had submitted plans to expand its production operations in Israel, with the government saying the U.S. chipmaker would invest about $5 billion."
2018-05-14,TSLA,Musk says 'thorough reorganization' underway at Tesla,"Tesla Inc  chief Elon Musk told employees on Monday the company was undergoing a ""thorough reorganization"" as it contends with production problems, senior staff departures and recent crashes involving its electric cars."
2018-05-14,NAFTA,"Trudeau, Trump discussed bringing NAFTA talks to conclusion: PM's office","Canadian Prime Minister Justin Trudeau and U.S. President Donald Trump on Monday discussed the possibility of bringing talks over the North American Free Trade Agreement (NAFTA) to a ""prompt conclusion"", Trudeau's office said."
2018-05-14,AMZN,"Home Depot well placed to withstand 'Amazon effect,' investors say","Home Depot Inc  shares have climbed with the approach of spring weather, as some investors believe the retailer is well positioned to fend off the competitive threat of online retailers as the peak season for home improvement begins."
2018-05-14,N,Russian billionaires take boardroom battle to London High Court,Russia tycoon Oleg Deripaska gave evidence in the London High Court on Monday in a case challenging the sale of shares in Norilsk Nickel (Nornickel)  by soccer club owner Roman Abramovich.
2018-05-14,GS,Goldman Sachs securities chiefs to leave firm: memo,"Two co-heads of Goldman Sachs'  securities division - Isabelle Ealet and Pablo Salame - will retire next month after 20-year stints at the Wall Street bank, according to an internal memo seen by Reuters."
2018-05-14,AAPL,"Apple is almost a $1 trillion company, but watch out for Amazon","Apple is on the verge of becoming the first $1 trillion publicly listed U.S. company, but even if it gets there, it could soon be overtaken as Amazon.com surges from behind."
2018-05-14,AMZN,"Apple is almost a $1 trillion company, but watch out for Amazon","Apple is on the verge of becoming the first $1 trillion publicly listed U.S. company, but even if it gets there, it could soon be overtaken as Amazon.com surges from behind."
2018-05-14,NEV,Tesla registers Shanghai electric car firm ahead of ownership rule change,"Tesla Inc  has registered a new electric car firm in Shanghai, as China prepares to scrap rules on capping foreign ownership of new-energy vehicle (NEV) ventures."
2018-05-14,TSLA,Tesla registers Shanghai electric car firm ahead of ownership rule change,"Tesla Inc  has registered a new electric car firm in Shanghai, as China prepares to scrap rules on capping foreign ownership of new-energy vehicle (NEV) ventures."
2018-05-14,JPM,JPMorgan poaches Wells Fargo banker for entertainment group - sources,"JPMorgan Chase & Co  has hired Reginald Lang, the head of media investment banking at Wells Fargo & Co , to work for its entertainment industries group, which provides financing to TV and film studios, people familiar with the matter said."
2018-05-14,JAL,"Japan Airlines to set up low-cost carrier, targeting Asian demand","Japan Airlines Co Ltd (JAL)  is launching a low-cost carrier offering medium to long-haul flights, aiming to tap growing Asian demand for budget air travel."
2018-05-14,JPM,JPMorgan applies to set up majority-owned securities business in China,JPMorgan Chase & Co  said on Monday it has applied to China's securities regulator to set up a securities business in which the U.S. bank would own a majority stake under recently relaxed ownership rules.
2018-05-12,WMT,Walmart may launch IPO for Flipkart in as early as four years,"Walmart Inc  said on Saturday in a filing with a U.S. regulator that it may take India's Flipkart public in as early as four years, detailing for the first time a potential listing timeline for Walmart's largest-ever acquisition."
2018-05-11,NVDA,Crypto concerns push Nvidia shares lower,Shares of Nvidia Corp  fell 2 percent on Friday as investors worried that a short-term surge in demand for graphics chips from cryptocurrency miners may be undermining its core business with computer gamers.
2018-05-11,LPC,RBC to provide financing for £2.2 billion ZPG buyout,"(LPC) - Royal Bank of Canada is providing the £1.07bn financing backing private equity firm Silver Lake’s £2.2bn acquisition of ZPG , owner of online property platforms Zoopla and PrimeLocation."
2018-05-11,KDB,South Korea takes more cautious view on GM Korea turnaround than U.S. automaker,"General Motors'  South Korean unit is expected to swing to a profit from 2022, state-run Korea Development Bank (KDB) said on Friday, offering a more subdued outlook for the troubled unit compared with the U.S. automaker which sees a profit from 2019."
2018-05-10,BA,Embraer breakup complications are delaying its deal with Boeing: sources,"The tricky work of divvying up the three business segments of Brazilian planemaker Embraer SA  has been delaying an agreement to combine operations with Boeing Co , three people with knowledge of the matter said this week."
2018-05-10,AAPL,Wall Street rallies and Apple approaches $1 trillion value,"Wall Street jumped on Thursday, and Apple inched closer to a $1 trillion stock market value, as tepid inflation data eased worries of faster U.S. interest rate hikes this year."
2018-05-10,PCP,How Trump's steel tariffs kick the can business,"The president of Pacific Coast Producers (PCP) plans to use around 700 million tin-coated steel cans this year for tomatoes, peaches and pears from 168 growers here in California."
2018-05-10,BAC,"Bank of America affirms gun pledge, hints at Remington loan exit",Bank of America said on Thursday it was standing by its pledge to stop financing civilian assault weapons and suggested it may be preparing to exit a loan for gun maker Remington Outdoor Corp that sparked criticism of the lender.
2018-05-10,AAPL,"Goldman Sachs, Apple to launch joint credit card: WSJ","Goldman Sachs  and Apple Inc  are preparing to launch a joint credit card, the Wall Street Journal reported https://www.wsj.com/articles/goldman-sachs-apple-team-up-on-new-credit-card-1525965387 on Thursday."
2018-05-10,GS,"Goldman Sachs, Apple to launch joint credit card: WSJ","Goldman Sachs  and Apple Inc  are preparing to launch a joint credit card, the Wall Street Journal reported https://www.wsj.com/articles/goldman-sachs-apple-team-up-on-new-credit-card-1525965387 on Thursday."
2018-05-10,GRG,RBS to consider appeals for indirect losses to businesses in turnaround unit,"Royal Bank of Scotland  will set up a process to consider appeals for alleged ""consequential"" losses suffered by businesses in its Global Restructuring Group (GRG), potentially opening the bank up to large claims for lost profits."
2018-05-10,WMT,"Walmart Go Back! Some Indian trader, farmer groups decry Flipkart deal","A day after U.S. retail giant Walmart  struck its largest deal with a big ticket investment in Indian online marketplace Flipkart, a right-wing Hindu group that fears small traders will suffer staged a protest in New Delhi calling for the deal to be scrapped."
2018-05-10,AAPL,Apple scraps $1 billion Irish data center over planning delays,"Apple ditched plans to build an 850 million euro ($1 billion) data center in Ireland because of delays in the approval process that have stalled the project for more than three years, the iPhone maker said on Thursday."
2018-05-09,AMZN,Sears shares soar on Amazon tie-up; CEO says still not over 'hump',"Sears Holdings Corp shares jumped 16 percent on Wednesday after the company announced a tire service partnership with Amazon.com, part of Chief Executive Officer Edward Lampert's strategy to make the troubled retailer profitable again."
2018-05-09,AMZN,"Walmart to pay $16 billion for control of India's Flipkart, shares slide","Walmart Inc  said on Wednesday it will pay $16 billion for a roughly 77 percent stake in Indian e-commerce firm Flipkart, the U.S. retailer's largest-ever deal as it competes with Amazon.com Inc  in an important growth market."
2018-05-09,WMT,"Walmart to pay $16 billion for control of India's Flipkart, shares slide","Walmart Inc  said on Wednesday it will pay $16 billion for a roughly 77 percent stake in Indian e-commerce firm Flipkart, the U.S. retailer's largest-ever deal as it competes with Amazon.com Inc  in an important growth market."
2018-05-09,BA,Boeing CEO says end of Iran deal won't hurt 737 production,Boeing Co's  chief executive said on Wednesday the company will ensure its 737 production will not be hurt after the United States revoked its license to sell jets to IranAir and that none of the 737 aircraft it had expected to sell to Iran were in its backlog of orders.
2018-05-09,BA,U.S. exit from Iran deal puts pressure on European planemakers,"America's withdrawal from the Iran nuclear accord signals the collapse of $38 billion in plane deals between Tehran and Western companies and leaves Airbus facing greater risks than arch-rival Boeing, according to people involved in the deals."
2018-05-09,AMZN,Factbox: Walmart notches biggest foreign investment with $16 bln Flipkart deal,"Walmart Inc  on Wednesday announced it was paying $16 billion for a roughly 77 percent stake in Indian online marketplace Flipkart, the U.S. retailer's biggest deal as it battles rival Amazon.com Inc  in a burgeoning e-commerce market. {nL3N1SG3T3]"
2018-05-09,WMT,Factbox: Walmart notches biggest foreign investment with $16 bln Flipkart deal,"Walmart Inc  on Wednesday announced it was paying $16 billion for a roughly 77 percent stake in Indian online marketplace Flipkart, the U.S. retailer's biggest deal as it battles rival Amazon.com Inc  in a burgeoning e-commerce market. {nL3N1SG3T3]"
2018-05-09,META,Three-quarters Facebook users as active or more since privacy scandal: Reuters/Ipsos poll,"Most of Facebook's U.S. users have remained loyal to the social network despite revelations that a political consultancy collected information about millions of accounts without owners' permission, a Reuters/Ipsos poll released on Sunday showed."
2018-05-09,BAC,SocGen poaches head of equities trading from BofAML,France's Societe Generale  has appointed Bank of America Merrill Lynch banker Alexandre Fleury as head of equities after the latest set of results showed the bank underperformed its rivals in trading.
